chr	start	end	decoyID	SpliceAI_score	strand	rbpnet	prpf8	smb	n_categories	GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	Adipose_b	Adipose_c	Adipose_d	Adrenal_b	Adrenal_c	Amnion	Astrocytes	Bladder_a	Bone_marrow_a	Bone_marrow_b	Bone_marrow_c	Brain_Endoth	Breast_a	Breast_Epith_a	Cerebellum_a	Cerebellum_c	Chorion	CL_293T	CL_EndoBH1C_a	CL_Gm12878	CL_HeLa	CL_K562	CL_LP1	CL_MB231	CL_MCF7	CL_PNT2	CL_SHSY5Y_noRA	CL_SHSY5Y_RA	Colon_b	Colon_sigmoid	Colon_transverse	Cortex	Decidua	Embr_2C_a_A	Embr_2C_a_B	Embr_4C_a_A	Embr_4C_a_B	Embr_4C_a_C	Embr_8C_a_A	Embr_8C_a_B	Embr_8C_a_C	Embr_8C_a_D	Embr_Cortex_13_17wpc	Embr_Forebrain_9_12wpc	Embr_Forebrain_St13_14	Embr_Forebrain_St17_20	Embr_Forebrain_St22_23	Embr_ICM_a_A	Embr_Morula_a_A	Embr_Morula_a_B	Embr_TE_a_A	Embr_TE_a_B	EndomStromCells	EndothCells	EpithelialCells	ESC_H1_a	ESC_H1_b	ESC_H1_c	ESC_H1_d	ESC_H9_a	ESC_H9_b	Fibroblasts	Frontal_Gyrus_old	Frontal_Gyrus_young	GLS_cells	Heart_a	Heart_b	Heart_c	HFDPC	HMEpC_a	iPS_a	iPS_b	Kidney_d	Kidney_e	Kidney_f	Liver_a	Liver_b	Liver_c	Lung_b	Lung_e	Lung_f	Lymph_node_b	Lymph_node_c	Melanocytes	Microglia	MonoNucCells	MSC	Muscle_b	Muscle_d	Muscle_e	NCC_Cranial_c	NCC_default_b	NCC_Enteric_b	NCC_Melano_biased_b	Neuroblastoma	Neurons	Neurons_Cortex_KCl_0h	Neurons_Cortex_KCl_1h	Neurons_Cortex_KCl_6h	NPC_a	NPC_b	Oligodendrocytes	Oocyte_a_A	Ovary_a	Ovary_b	Pancreas_Acinar_Old	Pancreas_Acinar_Young	Pancreas_Alpha_Old	Pancreas_Alpha_Young	Pancreas_Beta_Old	Pancreas_Beta_Young	Pancreas_Duct_Old	Pancreas_Duct_Young	Placenta_a	Placenta_b	Placenta_c	Placenta_Epith	Prostate_b	Prostate_c	Prostate_d	Retina_a	Retina_macular	Retina_peripheral	Skin_a	Skin_b	Skin_c	Skin_d	Small_intestine	Spleen_a	Spleen_b	Stomach_a	Stomach_b	Sup_Temporal_Gyrus	Testis_a	Testis_b	Testis_c	Thymus_a	Thymus_b	Thyroid_b	Thyroid_c	Thyroid_d	WBC_d	WBC_e	Whole_Brain_b	Zygote_a_A	psi_chr	intron_start	intron_end	intron_length	decoy_coord_1based	decoy_distance_from_canonical_5ss
chr4	514881	514882	PIGG_514881	0.111443	+	1	1	0	2	PIGG	HsaINT0124744	chr4:508971-515972	7002	chr4:508829-508970=515973-516185:+	IR	8.57	12.33	2.63	1.89	3.66	5.88	40.59	0.93	56.16	4.47	10.83	100	15.79	5.41	6.52	11.95	0	2.26	1.89	5.7	3.03	2.62	0.64	0	7.72	0	7.1	5.69	3.03	36.42	13.31	10.87	0				0	0	16.85	57.14	16.79	0	7.12	5.93	3.91	5.36	6.81	0	1.54	41.44	0	0.43	3.03	13.55	7.69	2.7	3.09	1.46	1.67	7.14	9.09	3.2	6.02	0	6.45	0	8.2	6.51	8.61	3.89	55.2	22.73	1.45	0	6.77	9.09	10.59	7.32	15.92	6.8	1.59	1.41	1.47	8.88	50	74.81	17.69	0	13.04	1.23	5.48	0	0	0	2.7	50	7.27	4.67	5.17	1.12	4.76	33.33	0	3.92	4.05	42.86	78.12	61.54	41.18	54.7	49.67	30.48	36.67	2.31	10.89	9.31	10.61	10.14	1.28	2.35	1.03	3.23	5.88	11.74	4.9	14.82	18.57	7.76	21.18	1.92	5.08	8.74	8.11	0	22.11	2.37	25.71	32.65	12.72	1.8	2.73	5.26	3.48	9.77	100	chr4	508971	515972	7002	514882	5911
chr17	16324502	16324503	PIGL_16324502	0.118818	+	1	0	0	1	PIGL	HsaINT0124766	chr17:16317909-16325799	7891	chr17:16317775-16317908=16325800-16326259:+	IR	2.28		0	2.56	0.97	0	7.77	0	5.23	0	0	4	23.08	1.16	0.84	8.07	0	0	2.22	0.73	9.52	1.8	0	0	6.67	0	3.3	5.73	5.45	5.7	6.76	4.88	0	0				0	11.39		0	0	3.94	2.34	0	8.16	1.3	0	0	3.66	0.22	0	0	6.59	2.01	0	1.36	0.25	0.28	0	0	2.56	1.12	1.49	4.67	0	8.7		5.26	0.93	5.92	3.67	26.32	0	9.52	0	8.85	2.33	5.26	1.4	0.65	0.95	0.65	10.53	17.39	7.69	8.29	0	0	0	6.98	0	0	0	0	0	7.14	14.89	1.82	0	9.52	5.56	0	4.55	2.56	2.86	8.28	9.68	5.7	6.79	6.51	9.47	5.56	1.01	0	7.69	13.04	4.42	2.4	0.75	0	2.04	1.15	1.29	7.5	14.09	10.91	3.12	3.96	0.65	1.79	7.09	16.42	6.25	7.3	0	12.2	7.94	5.21	1.71	0	1.08	1.64	9.09		chr17	16317909	16325799	7891	16324503	6594
chr18	62073797	62073798	PIGN_62073797	0.166292	-	0	1	0	1	PIGN	HsaINT0124787	chr18:62072726-62074778	2053	chr18:62074779-62074821=62072673-62072725:-	IR	7.09		0	0	1.2	0	9.51	0.56	6.8	0	1.4	0	0.81	7.22	0	1.49	0	0	0	0.7	0	0	0	0	1.58	0	0	1.83	0	6.01	9.09	0	0	0	0	0	0	0		0	0		0.34	1.43	0.67	1.79	2.83	0	0	0	0	0	0	3.47	0.62	0	1.43	0	0	0	0	0	0	0	2.7	0	2.48		1.2	0.22	4.43	0	2.7	0	2.42	0	8.38	0	1.32	0.46	0	0	0	0	0	0	4.28	0	0	0	0	0	0	0	0		4.19	1.69	0	1.82	0	2.65	0	0	0.67	0	0	14.91	1.97	6.17	8.51	14.79	0	0	0	0.99	7.46	1.99	0	0	0	0.68	1.36	0	7.95	8.76	5.37	2.85	3.37	0		0.62	0	0	6.01	0	3.98	8.13	7.09	0.99	0	0	0	1.41	0	chr18	62072726	62074778	2053	62073798	980
chr18	62144840	62144841	PIGN_62144840	0.214682	-	1	0	0	1	PIGN	HsaINT0124795	chr18:62143347-62145908	2562	chr18:62145909-62146025=62143306-62143346:-	IR	8.15		0	0	0	0	1.22	0	6.16	0	0	0	0	5.28	0	2.37	0	0	0	0	0	0	0.41	0	3.11	0	0.99	0.69	3.14	13.58	10.3	0	0	0	0	0	0	0	0				3.23	0.61	0	1.65	0	0		0	0	0	0	2.99	0.5	0	0	0	0.5	0	0.21	0	0	0	0	0	5.08		1.84	0.29	4.81	0	4.11	0	2.7	0	2.8	0	0	0	0	0.75	0	2.9	0	0	5.04	0	0	0	0.61	0	0	0	0		2.11	3.14	0	0	0	0	0	0	0.43	5.49	10.27	1.29	4.07	1.1	0	5.59	0.87	0	2.18	1.8	1.85	5.52	0	0.19	0	0.55	0.6	2.63	1.5	5.95	6.62	0	6.86	0	0	2.3	0	0	8.61	0	13.93	0	11.03	0.38	0	0	0	0	0	chr18	62143347	62145908	2562	62144841	1067
chr18	62146616	62146617	PIGN_62146616	0.100836	-	1	0	0	1	PIGN	HsaINT0124794	chr18:62146026-62146970	945	chr18:62146971-62147101=62145909-62146025:-	IR	1.2		0	0	0	0	1.07	0	9.74	0	0	0	0	0.91	0	0	0	0	0	0	0	0	0	0	3.09	0	0.56	1.27	0	0	2.03	0	0	0	0	0	0	0		0	0		0	0.78	3.14	0	0	0		0	0	0	0	1.09	1.14	0	0	0	0.3	0	0	2.26	0	0	0	0	0		0	0.93	0	0	0	0	1.83	0	0.51	1.12	1.26	0.93	0	0	0	0	3.74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51	0.94	0.55	0	4.86	1	0	0.91	3.66	0	2.44	0	0	0	0.8	3.21	0	1.02	2.07	2.31	0	0	0	0	0.53	0	0	9.06	0	8.35	3.14	2.18	0.77	0	0	0	0	0	chr18	62146026	62146970	945	62146617	353
chr21	37067627	37067628	PIGP_37067627	0.148208	-	0	0	1	1	PIGP	HsaINT0124811	chr21:37067381-37069551	2171	chr21:37069552-37069624=37067262-37067380:-	IR	1.45		0.34	1.16	1.28	0	5.96	0.64	5.33	0	0	0	2.13	0.99	1.19	1.41	0	2.09	0.57	0.43	1.35	0.12	0.51	0	2.64	0	2.25	3.64	1.56	2.6	5.36	0.75	4	0	0	0	0	0	0	0	0	0	2.16	2.87	0.97	5.79	7.03	0	0.41	8.33	0	0	0	1.99	0	2.04	1.03	1.15	1.51	2.22	1.85	0.9	1.35	1.85	0.65	0	0.39		1.92	0.16	1.99	0.82	2.94	0	2.86	0	1.64	1.75	1.79	0.89	1.18	1.27	1.2	0	5	0	2.04	0	0	0.86	3.36	0.99	0	1.56	0.8	0	12.64	6.09	4	2.04	0	1.01	0	0.68	1.62	10.26	0.93	4.27	2.39	2.21	0.77	3.23	4.17	2.25	9.09	4.76	1.09	4.56	2.17	0.58	0.95	0.39	0	0	0.69	3.07	1.41	1.32	6.82	0.67	0	0.78	0.87	0	4.83	0.63	5.26	0	4.76	1.47	1.16	1.15	0	0	0	chr21	37067381	37069551	2171	37067628	1923
chr20	34581265	34581266	PIGU_34581265	0.571217	-	0	1	1	2	PIGU	HsaINT0124860	chr20:34575247-34581547	6301	chr20:34581548-34581672=34575104-34575246:-	IR	4.35		0	0	0.8	0	9.43	0.62	15.38	1.33	4.62	0	0	7.02	4.4	7.92	0	3.08	0.83	1.99	0.35	1.46	0.41	0	2.2	2.01	1.95	1.76	2.04	4.04	5.13	2.05	4	0	0	0	0.18	0.45	0	0	0	0	0.5	1.33	3.21	1.97	0.6	0	8.73	0	0	0	0	14.81	1.37	1.81	1.26	0.45	0.26	0.49	3.53	0.3	2.26	4.68	5.38	1.72	3.05		0	0.1	0.6	0.19	4	1.27	1.56	0	15.7	1.64	2.88	2.28	1.66	2.69	2.16	5.66	0	0	1.09	0	2.19	2.62	2.62	0.73	0.32	0.41	0.32		1.75	1.38	0.86	1.02	1	3.39	0	0.94	0.74	0	15.79	11.25	18.97	9.84	13.51	25	10.53	0.76	5.26	2.7	9.8	2.86	0.51	0.75	0.61	2.33	1.7	6.33	4.79	15.43	6.33	1.07	20.33	3.07	100	5.26	1	0.58	18.52	0.79	9.43	8.75	13.21	1.49	1.52	1.27	2.44	2.04	0.18	chr20	34575247	34581547	6301	34581266	281
chr11	17128621	17128622	PIK3C2A_17128621	0.158649	-	0	1	1	2	PIK3C2A	HsaINT0124916	chr11:17122814-17129299	6486	chr11:17129300-17129467=17122702-17122813:-	IR	23.46	91.84	6.38	3.6	10.08	0	13.84	5.12	9.13	14.44	41.03	1.77	0	21.49	20.04	29.92	19.54	2.74	2.57	29.62	2.68	4.49	0.64	0	10.73	13.3	11.09	12.07	4.38	24.35	11.89	17.94	4.42	0.51	0	0	0	0	80.5	0	0	0	14.4	22.19	16.4	21.18	28.15		24.37	91.26	0	18.2	8.85	7.26	24.07	8.04	1.28	3.76	0.96	2.95	29.3	19.9	4.63	15.31	14.28	3.66	17.75	15.74	15.45	17.16	27.98	45.23	6.61	0	8.85	0	20.09	9.47	24.46	21.73	4.92	3.47	4.75	9.55	19.54	55.38	22.53	0	56.43	22.57	41.82	2.63	1.41	0.47	11.53	39.31	8	3.89	1.37	6.88	8.85	14.37	0	8.18	22.15	11.7	25.26	28.96	35.75	25.61	45.71	9.44	12.68	12.13	7.67	8.05	12.93	16.57	3.65	2.95	0	1.52	2.63	15.96	16.98	28.61	8.78	15.15	27.62	7.28	59.62	14.63	49.28	2.69	23.65	4.61	32.69	8.02	31.8	8.26	6.9	16.83	2.7	22.3	0	chr11	17122814	17129299	6486	17128622	677
chr11	17145280	17145281	PIK3C2A_17145280	0.14457	-	0	1	0	1	PIK3C2A	HsaINT1026925	chr11:17136626-17145667	9042	chr11:17145668-17145731=17136482-17136625:-	IR	10.4	93.04	0	8.47	4.08	0	9.78	2.24	25	0.74	22.22	6.9	2.11	11.29	3.03	3.39	0	1.15	0.84	3.8	0	0	0		6.94	0	3.47	4.97	1.69	5.81	6.93	4.75	0	1.82	0	0	0	0	0	0.6	0	0	7.3	6.28	1.78	7.01	5.71		0	0		0	0	5.25	2.64	0	0.69	2.65	1.06	1.03	2.87	0.7	0	1.68	13.73	1.05	9.31	10.99	6.87	2.05	7.95	25.93	4	0	2.01	0	6.67	6.67	11.26	9.49	1.6	2.56	0	9.86	24.53	22.11	8.2	0	0	11.11	2.63	0	1.69	1.8	2.5	50	1.38	1.19	1.86	3.03	0	1.18	0	3.16	2.03	7.5	16.46	31.22	27.91	22.5	29.7	8.3	8.54	3.33	4.71	4.97	4.81	6.96	0.71	1.72	0	0	1.54	3.93	4.23	17.46	12.09	2.63	10.76	1.49	0.58	6.15	0	2.37	11.92	0.13	10	4.62	5.37	1.29	1.9	0	1.69	12.82	0	chr11	17136626	17145667	9042	17145281	386
chr1	204426256	204426257	PIK3C2B_204426256	0.182918	-	1	0	0	1	PIK3C2B	HsaINT0124969	chr1:204425742-204427647	1906	chr1:204427648-204427754=204425613-204425741:-	IR	0.88	0.72	0	0	2.47	0	8.27	0		2.41	2.34		0.87	12.86	0.81	3.16	0	0	0	0	0	0	0	0	5.55	0	2.61	0	0.71	5.03	2.18	0.43	0.93	0	0	0	0	0		0			1.12	2.37	2.49	1.79	3.02			100			0	11.31	18.13	0	0	0	0	0	2.55	0	1.85	1.15	2.64	0.95	3.19	3.4	0	8.31	2.07	0	0	0	4.45	3.07	9.32	0	8.53	3.1	0.21	0.46	0	0	0	12.86	14.55	0	1.39	2.36	1.48	0	0	0	4.95		0	0.77	0.9	0	0	0	0	4.9	3.47	100	0	26.6	15.95	54.91	0	12.86	18.13	2.31	3.29	4.29	6.38	0.99	0.75	0	0	0	0	1.4	4.82	9.9	9.97	1.52	1.9	0.62	0	3.87	0	0	14.55	0	10.41	3.29	2.58	0.7	0.62	1.5	0	2	0	chr1	204425742	204427647	1906	204426257	1390
chr1	204450853	204450854	PIK3C2B_204450853	0.1812	-	1	0	0	1	PIK3C2B	HsaINT0124948	chr1:204450018-204454668	4651	chr1:204454669-204454791=204449850-204450017:-	IR	18.82	20.73	6.08	0	25.16	11.25	5.31	5.12		8.11	8.47	0	31.57	36	28.67	45.95	0	4.23	13.93	10.82	14.63	12.72	3.04	0	23.01	0	22.35	22.57	13.61	55.26	64.68	38.44	36.67	7.49	6.49	0		0					19.99	32.69	34.18	31.03	29.29							14.93	35.92	3.9	4.99	2.95	5.41	3.89	16.27	7.49	30.16	28.44	36.43	20.94	58.33	40.35	0	19.54	100	72.76	16.27	32.69	50.39	0	52.7	5.72	40.6	39.98	11.7	6.28	7	0	0	72.02	25.16	19.54	39.42	40.76	17.97	1.91	0	0	22.57		40.96	44.11	38.84	2.49	5.51	12.19	19.54	12.72	12.5	8.85	2.95	17.56	15.71	13.93	20.57	6.08	2.86	54.08	39.39	40.8	25.85	13.93	9.43	15.56	2.37	1.96	0	21.35	51	36.28	47.85	18.26	34.82	9.24	69.88	22.08	26.7	26.7	46.45	5.59	54.04	63.69	33.5	13.15	10.26	3.89	0	38.26	0	chr1	204450018	204454668	4651	204450854	3814
chr12	18490311	18490312	PIK3C2G_18490311	0.178417	+	1	0	0	1	PIK3C2G	HsaINT0124986	chr12:18488630-18491450	2821	chr12:18488449-18488629=18491451-18491558:+	IR				0	0			0					0	18.36											0	0			0	0	0												0	0										0	16.28								0	0	0				100	13.46			0	0	0	0	8.11	10.2	0	0	0											14.29		0												0	0			0	33.33	0	16.67			100	11.39	11.11	0	0				2.54	9.78	8.51	6.67	0			10.11	5.7		0	66.67	14.29										chr12	18488630	18491450	2821	18490312	1682
chr18	41997086	41997087	PIK3C3_41997086	0.385617	+	0	0	1	1	PIK3C3	HsaINT0125031	chr18:41996731-42004355	7625	chr18:41996638-41996730=42004356-42004541:+	IR	11.97		0	1.12	0.57	0	0.77	0.46	1.32	0.32	0.54	0	0	13.37	1.54	1.18	0	0	0	0	0	3.24	0	0	9.38	0	2.42	5.62	3.69	4.58	25.37	2.78	0	0	0	0	0	0	0	0	0	0	0.73	0.37	0.3	0.34	1.98	0	0	0	0	0	0	7.89	1.23	0	2.16	0.51	0	3.35	8.72	1.96	2.63	0	0	1.91	8.85		8.51	0.76	1.15	0	2.95	0	5.86	0	10.68	4.75	4.75	1.38	0	0.85	0	11.5	1.13	9.92	7.68	0	0	0	0	0	0	0	0.84	1.83	2.99	5.2	5.45	0	0	0.57	0	0	3.86	2.42	1.22	7.73	4.65	5.8	4.91	3.53	2.8	0.75	4.05	7.3	7.17	7.73	0	0	0	3.47	0	5	7.49	7.67	7.4	0	4.6	0	10.83	6.58	0	0	13.74	0.41	5.51	9.74	14.02	2.26	0.34	0.47	0	3.89	0	chr18	41996731	42004355	7625	41997087	356
chr18	42035434	42035435	PIK3C3_42035434	0.10402	+	1	0	1	2	PIK3C3	HsaINT0125015	chr18:42033958-42037691	3734	chr18:42033826-42033957=42037692-42037820:+	IR	5.39		0	0	2.28	0	3.89	2.11	6.49	0.26	1.31	0	9.79	12.46	0	3.6	10.08	0	0.28	1.21	0.94	0	0	0	4.72	0	4.96	4.94	0.94	1.64	13.93	1.87	0	5.12	1.91	0	0	1.68	1.11	16.02	1.45	1.82	0.6	0.59	0.19	1.23	2.49	0	0	0	0	0	2.07	7.59	10.19	0	1.15	3.01	0.75	0	7.68	0	3.04	1.13	3.45	1.83	6.56		6.52	6.29	1.19	0.58	1.26	0	1.8	0	9.99	10.15	5.98	1.08	0.5	1.87	0.99	5.79	0	7.26	8.97	0	1.5	1.3	0.43	0	0	0	2.16	0	1.74	3.01	3.14	0.57	0	1.31	0	8.52	7.39	1.33	9.34	6.35	10.57	6.14	6.16	4.68	2.78	0	7.98	7.34	12.7	6.91	0	1.02	0	1.68	1.21	0.94	7.01	15.11	10.04	0.55	13.45	0.92	8.85	3.94	0	1.49	12.47	0.47	8.85	4	13.85	2.67	0.6	0	0.23	1.73	5.72	chr18	42033958	42037691	3734	42035435	1477
chr3	138683882	138683883	PIK3CB_138683882	0.138845	-	1	0	0	1	PIK3CB	HsaINT0125058	chr3:138683788-138684624	837	chr3:138684625-138684803=138683678-138683787:-	IR	5.64	3.61	0	0	2.77	0	23.08	3.84	45.29	0.31	1.69	0	0	18.08	1.21	1.83	0	1.64	0	1.96	0	0.4	0	5.88	15.78	0	6.98	11.69	5.38	8.77	27.45	3.75	1.05	0	0		0	0	0	0	0	0	1.39	1.54	1.37	2.86	2.48	0	0	1.54	0	0	0	15.91	1.23	0	2.04	0	0.83	0	4.08	2.94	0.75	0.41	9.65	0	6.25	0.59	5	0.51	19.77	0	9.09	0	3.99	0	16.28	13.51	2.44	3.45	1.33	0	0	18	26.32	4.34	13.62	0	0	0	2.9	0	0	0	8.33	33.33	2.22	0	0	1.47	2	21.57	0	0	0.67	20.31	26.25	40.1	33.56	14.57	24.27	31.49	21.17	2.11	4.26	5.19	2.94	5.88	0	0.63	0	0	0.99	8.09	6.9	16.05	10.64	4.3	13.27	2.04	40	4.05	1.41	0	16.28	0	21.74	28.71	20.06	0.98	0.59	0.58	0.32	4.58	0	chr3	138683788	138684624	837	138683883	741
chr3	138686881	138686882	PIK3CB_138686881	0.196907	-	0	0	1	1	PIK3CB	HsaINT0125057	chr3:138684804-138688874	4071	chr3:138688875-138688974=138684625-138684803:-	IR	7.59	2.38	0	0	5.94	0	22.44	0	29.79	0.75	4.16	0	6.78	12.72	0	6.58	0	3.22	0	2.53	0	0.35	0	0	5.29	0	7	2.78	1.13	15.38	16.53	1.58	0	0	0		0	0	0	0	0	0	2.71	1.98	2.72	6.08	5.37	0	0	0	0	0	0	11.34	1.61	0	0.84	0.5	0.27	0	2.55	0	0.83	0	2.21	0.45	1.47	0.51	2.55	0.57	23.42	0	3.45	2.35	3.99	0	8.65	12.04	4.61	0.78	0.37	0.49	0.31	5.76	0	4.9	8.54	0	1.64	0.73	3.41	0	0	0	3.16	0	8.8	1.55	1.87	0	0	28.64	0	1.16	1.51	15.89	26.3	28.18	28.46	23.65	25.06	20.72	16.72	0.75	1.94	5.09	3.4	9.81	0.54	0.75	0	0.9	0.38	1.64	2.23	13.07	22.95	4.44	23.11	0	0	7.93	1.98	0	10.35	0	24.33	37.35	23.85	2.14	0.31	0	0.29	5.41	0	chr3	138684804	138688874	4071	138686882	1992
chr3	138741474	138741475	PIK3CB_138741474	0.276278	-	1	0	0	1	PIK3CB	HsaINT1026933	chr3:138737887-138742557	4671	chr3:138742558-138742781=138737707-138737886:-	IR	2.56	0	0	0	1.3	0	0.53	0	3.86	0.42	1.15	0	0	9.43	0	0.72	0	0	0.47	0	0	0	0	0	4.08	0	7.69	3.57	1.27	6.59	3.77	0	0	0	0	0	0	0	6.1	2.04	14.13	2.7	0.5	0.81	0	0	1.05	0	0	1.89	0	0	0	3.11	1.27	0	2.8	0	0	0	1.71	2.78	0	0.95	1.96	0	0.96	0.41	14.89	0.61	0	0	2.17	0	4.35	0	3.92	0	1.25	0.85	0.61	0.69	0.44	3.93	3.23	8.39	7.5	0	1.37	0	0	0	0	0	0	0	2.22	5.88	1.45	0	0	2.44	0	1.69	0	2.41	4.17	3.93	7.53	4.07	9.09	2.18	1.96	1.05	6.9	2.7	7.14	5.96	0	0	0	0	0	2.43	1.63	7.26	8.72	1.92	10.05	1.03	6.25	4.17	0	0	1.47	0	19.96	7.56	7.69	0	0	2.36	0.81	4.3	0	chr3	138737887	138742557	4671	138741475	1082
chr7	106880133	106880134	PIK3CG_106880133	0.320856	+	1	0	0	1	PIK3CG	HsaINT0125102	chr7:106879666-106882116	2451	chr7:106879519-106879665=106882117-106882207:+	IR	0	14.29	0	0	0		0	0	16.13	0.06	1.47		0	10.53	0	0	0			0		0.24	0				0		0	27.27	0	0	0	0	0	0	0	0		0			0		0	0			0					0.6									0	0	0	0	14.29	0					0		0		0	4.76	12.5	0.92	0	0.74	0		10.64	12.04			0	0												25	0	0	0		0	0	41.94	50	12.1		0	0	0	5.88		0	7.69	0			0	0	0.6	5	11.11	3.23	6.23	0		0.93		0	5.56	0.37	9.3	4.3	0	4.35	0	0.56	0.18		0	chr7	106879666	106882116	2451	106880134	468
chr22	31288619	31288620	PIK3IP1_31288619	0.153495	-	1	0	0	1	PIK3IP1	HsaINT1026938	chr22:31283289-31289314	6026	chr22:31289315-31289393=31281593-31283288:-	IR	6.51		4.79	0.61	3.48	17.65	48.39	3.34	66.67	8.43	12.38	40	0.98	6.56	3.84	4.44	5.49	33.33	0	7.14	3.23	7.69	3.9	20	17.39	5.26	3.85	4	6.36	5.07	22.22	2.27	3.23			100		0	0	0		0	4.15	7.36	9.52	15.56	21.43	0	0	0			1.89	17.11	17.89	20	35.48	20	38.46	9.09	12.38	1	1.1	1.82	14.39	1.37	16.27		6.13	13.98	20	5.88	1.92	2.16	8.01	9.09	11.45	9.84	12.34	9.98	1.87	2.47	2.23	0	44.44	13.04	8.59	1.25	2.4	1.2	25.71	0	3.7	0	3.28		4.26	2.7	0	2.02	2.82	50		14.94	1.3	60	56.52	54.48	71.01	70.43	52.17	52.24	67.44	5.06	1.96	6.51	5.76	3.76	4.62	4.48	0.36	1.51	4.63	2.42	2.25	4.44	5.88	8.69	13.34	3.49	54.42	8.12	0.5	0.34	3.89	2.31	12.68	3.55	5.54	2.96	4.89	10.69	7.29	9.72	0	chr22	31283289	31289314	6026	31288620	694
chr3	130705464	130705465	PIK3R4_130705464	0.170938	-	0	0	1	1	PIK3R4	HsaINT0125154	chr3:130703889-130705560	1672	chr3:130705561-130705771=130703723-130703888:-	IR	11.24	2.74	1.32	0	2.59	0	2.57	28.82	2.59	0	4.72	0	8.66	16.9	2.06	9.63	0	9.69	1.61	1.79	1.9	0	0	0	6.74	7.9	3.64	3.24	0	11.54	86.53	1.13	0	0	0	0	0	0	7.76	0	0.88	4.76	3.45	5.26	9.38	5.67	8.85	0	8.19	9.74	0	0	0	6.05	10.65	1.97	3.71	1.38	2.2	0	5.3	0	2.94	5.12	5.16	2.56	4.53	0.35	5.64	5.64	5.49	0.86	18.13	0	9.06	0	16.22	4.88	6.69	2.58	1.05	1.07	2.54	6.9	0	11.3	11.47	0	3.12	1.2	2.12	0	0	0	1.69	33.33	3.95	5.34	0	3.19	2.17	9.76	0	0	0.79	15.78	12.58	11.12	12.44	6.43	7.62	0	6.93	1.32	2.02	2.33	6.18	37.24	2.17	2.2	0	0.85	1.15	28.09	4.78	20.17	11.47	6.61	11.32	3.04	0	3.77	0	0.55	24.14	2.63	8.75	4.04	20.49	5.72	1.81	3.55	1.69	6.43	0	chr3	130703889	130705560	1672	130705465	95
chr3	130729973	130729974	PIK3R4_130729973	0.23543	-	1	0	0	1	PIK3R4	HsaINT1026946	chr3:130728685-130730307	1623	chr3:130730308-130730442=130728463-130728684:-	IR	7.45	1.15	1.25	0	0	0	3.93	0	0.72	5.71	26.83	12	1.49	3.95	0	2.19	0	1.37	0.49	4.65	0	0.58	0	0	2.76	0	3.24	3.36	1.89	2.5	5.26	0	0	0	0	0		0	2.79	8.57	0	0	0.51	0.67	0	0	0.65	0	0	11.39	0	0	0	1.56	2.11	0	0.59	0.17	0	0	4.65	0	0	0	2.22	0	2.33	0.34	5.66	1.13	4.35	0	4.55	0	0	0	5.14	0	7.84	2.63	0	0	0	3.3	2.86	26.15	5.08	0	0	0	0	0	0	0	0	20	3.23	2.22	2.56	0	2.04	5.88	0	0	4.05	17.46	18.92	6.7	7.41	7.97	13.33	5.32	3.88	0	3.23	0	1.16	1.4	0.87	0.34	0	0	0	0.37	6.22	6.44	7.14	0	11.27	0	5.98	3.55	0	0	3.45	0	5.56	5.45	3.7	0.27	0	0	1.23	1.05	0	chr3	130728685	130730307	1623	130729974	333
chr17	8837151	8837152	PIK3R6_8837151	0.126267	-	1	0	0	1	PIK3R6	HsaINT0125203	chr17:8836924-8837818	895	chr17:8837819-8837871=8836791-8836923:-	IR	100		100		100	100	100	91.45		92.31	65.22		100	100	100	100				94.06									100	100		100	100				100						100	100	0	100	100													100	100		100	100	100	100	100												100	100	100	88.24	90.48		100	100			100	100	100			100	100									100	100				100		100			33.33	100	100		100	93.98	100		100		100	100	100	33.33	95.39	91.89	94.36		100	100	100	100	77.78	94.52	100		50	100	100	100			chr17	8836924	8837818	895	8837152	666
chr2	208311569	208311570	PIKFYVE_208311569	0.140376	+	0	0	1	1	PIKFYVE	HsaINT1026952	chr2:208305014-208312235	7222	chr2:208304846-208305013=208312236-208312295:+	IR	23.85	82.44	4.8	1.96	10.79	14.47	21.07	19.85	49.53	15.33	20.76	44.72	33.99	25.62	15.56	19.8	0	6.44	4.57	36.21	19.02	5.68	5.02	0	23.73	14.45	13.7	17.6	11.8	49.9	7.96	16.01	16.83	4.02	0	0	8.7	0	2.7	33.68	0		18.11	16.06	16.84	17.57	13.45		0	100	0	100	3.38	16.78	10.61	6.17	10.37	10	5.95	8.65	2.38	10.58	9.82	3.87	53.49	15.45	20.27	8.35	24.69	8.24	25.78	60	16.36	25.46	22.63	11.33	22.74	3.48	44.97	31.6	9.16	9.61	9.66	19.27	39.57	16.18	22.46	0	6.82	20.55	17.59	3.02	4.41	6.03	25.61	25.18	7.97	13.17	12.48	4.11	2.07	19.48	6.72	6.98	5.27	79.22	49.31	50.38	61.24	38.13	57.45	45.09	39.39	21.17	9.32	10.57	28.39	22.2	20.78	8.95	0	5.31	5.05	8.35	6.47	31.53	29.13	18.06	35.38	12.47	72.8	27.11	77.78	4.23	19.3	9.54	41.05	47.54	41.93	10.28	15.27	21.46	5.36	16.24	0	chr2	208305014	208312235	7222	208311570	6556
