candidate_group	GENE	EVENT	COORD	intron_length	chr	strand	decoyID	start	end	decoy_coord_1based	decoy_distance_from_canonical_5ss	intron_start	intron_end	mESC_lift_Chr	mESC_lift_Start	mESC_lift_End	mESC_ir_Chr	mESC_ir_Start	mESC_ir_End	mESC_ir_gene	mESC_IRratio_mean	mESC_IR_overlap_bp	psi_count_ge10	psi_count_ge10_brain	brain_retained	SpliceAI_score	phastCons100_mean	phastCons470_mean	MaxEnt_decoy	MaxEnt_canonical
	MICU2	HsaINT0054333	chr13:21503098-21510003	6906	chr13	-	MICU2_21505878	21505878	21505879	21505879	4124	21503098	21510003	chr14	57926534	57926639	chr14	57924112	57927196	Micu2	0.209776666666667	106	19	4	TRUE	0.506444	0.111838	0.0496613	11.08	8.88
	MICU2	HsaINT0054333	chr13:21503098-21510003	6906	chr13	-	MICU2_21505883	21505883	21505884	21505884	4119	21503098	21510003	chr14	57926534	57926639	chr14	57924112	57927196	Micu2	0.209776666666667	106	19	4	TRUE	0.639875	0.111838	0.0496613	9.16	8.88
	MICU3	HsaINT0054342	chr8:17069720-17077782	8063	chr8	+	MICU3_17075395	17075395	17075396	17075396	5676	17069720	17077782	chr8	40346075	40346200	chr8	40340330	40348939	Micu3	0.0396472666666667	126	31	6	TRUE	0.043758	0.0789243	0.0923832	8.69	-24.99
	MICU3	HsaINT0054338	chr8:17114202-17116442	2241	chr8	+	MICU3_17116134	17116134	17116135	17116135	1933	17114202	17116442	chr8	40378982	40379064	chr8	40378941	40380671	Micu3	0.149189766666667	83	15	0	FALSE	0.128072	0.0389018	0.0570664	10.43	-14.04
	MICU3	HsaINT0054339	chr8:17116601-17118706	2106	chr8	+	MICU3_17117313	17117313	17117314	17117314	713	17116601	17118706	chr8	40381920	40381983	chr8	40380830	40382108	Micu3	0.0162043	64	25	2	FALSE	0.033135	0.0577217	0.0827693	6.43	-9.68
	MID1	HsaINT0102947	chrX:10474751-10482479	7729	chrX	-	MID1_10481906	10481906	10481907	10481907	572	10474751	10482479	chrX	169983438	169983734	chrX	169982034	169983955	Mid1	0.401101333333333	297	7	0	FALSE	0.010105	0.134359	0.165787	9.46	10.03
	MID2	HsaINT0102958	chrX:107917740-107924342	6603	chrX	+	MID2_107918873	107918873	107918874	107918874	1134	107917740	107924342	chrX	140759962	140760127	chrX	140750966	140761184	Mid2	0	166	47	14	TRUE	0.075555	0.137104	0.231079	-0.56	-22.57
	MIER1	HsaINT0102979	chr1:66963161-66970807	7647	chr1	+	MIER1_66967314	66967314	66967315	66967315	4154	66963161	66970807	chr4	103144324	103144400	chr4	103143207	103148298	Mier1	0.0997454666666667	77	41	7	TRUE	0.021386	0.120999	0.085346	7.76	-11.82
	MIER1	HsaINT0102969	chr1:66970960-66971654	695	chr1	+	MIER1_66971273	66971273	66971274	66971274	314	66970960	66971654	chr4	103148962	103149009	chr4	103148451	103149123	Mier1	0.00587971666666667	48	36	6	TRUE	0.098385	0.0332173	0.0648518	9.48	-23.64
	MIER1	HsaINT0102969	chr1:66970960-66971654	695	chr1	+	MIER1_66971468	66971468	66971469	66971469	509	66970960	66971654	chr4	103148962	103149009	chr4	103148451	103149123	Mier1	0.00587971666666667	48	36	6	TRUE	0.002667	0.0332173	0.0648518	6.44	-23.64
	MIER1	HsaINT0102971	chr1:66972992-66976594	3603	chr1	+	MIER1_66975236	66975236	66975237	66975237	2245	66972992	66976594	chr4	103155412	103155486	chr4	103150629	103155486	Mier1	0.0391529333333333	75	11	3	TRUE	0.099122	0.0444058	0.104112	6.57	-27.09
	MIER1	HsaINT0102972	chr1:66976723-66981778	5056	chr1	+	MIER1_66978288	66978288	66978289	66978289	1566	66976723	66981778	chr4	103159390	103159501	chr4	103155615	103159681	Mier1	0.138412333333333	112	9	2	FALSE	0.128589	0.0768936	0.116827	7.92	-32.43
	MIER1	HsaINT0102972	chr1:66976723-66981778	5056	chr1	+	MIER1_66978837	66978837	66978838	66978838	2115	66976723	66981778	chr4	103159390	103159501	chr4	103155615	103159681	Mier1	0.138412333333333	112	9	2	FALSE	0.013536	0.0768936	0.116827	6.53	-32.43
	MIER1	HsaINT0102973	chr1:66981919-66984571	2653	chr1	+	MIER1_66982301	66982301	66982302	66982302	383	66981919	66984571	chr4	103161410	103161509	chr4	103159822	103162422	Mier1	0.0453347666666667	100	9	1	FALSE	0.013887	0.0456121	0.111459	8.92	-20.74
	MIER3	HsaINT0103007	chr5:56933399-56935427	2029	chr5	-	MIER3_56934986	56934986	56934987	56934987	440	56933399	56935427	chr13	111707732	111707794	chr13	111706714	111708213	Mier3	0.0078072	63	2	0	FALSE	0.075361	0.0269492	0.0407949	6.17	10.51
	MIGA1	HsaINT0061424	chr1:77801509-77803269	1761	chr1	+	MIGA1_77802291	77802291	77802292	77802292	783	77801509	77803269	chr3	152333618	152333659	chr3	152333618	152335251	Miga1	0.0416230333333333	42	10	3	TRUE	0.158354	0.0611732	0.115727	10.86	-16.19
	MIIP	HsaINT0103018	chr1:12019553-12021644	2092	chr1	+	MIIP_12021643	12021643	12021644	12021644	2091	12019553	12021644	chr4	147866525	147866563	chr4	147866420	147868501	Miip	0.0520138666666667	39	1	1	FALSE	0.041673	0.0254943	0.0220029	6.68	-11.71
	MIIP	HsaINT0103021	chr1:12022918-12029032	6115	chr1	+	MIIP_12026751	12026751	12026752	12026752	3834	12022918	12029032	chr4	147863587	147863649	chr4	147863137	147865188	Miip	0.279102	63	10	4	TRUE	0.015465	0.0218742	0.0149187	7.72	-22.6
	MINDY2	HsaINT0061242	chr15:58802378-58810229	7852	chr15	+	MINDY2_58805638	58805638	58805639	58805639	3261	58802378	58810229	chr9	70633924	70633990	chr9	70631155	70634004	Mindy2	0	67	5	0	FALSE	0.119135	0.0768329	0.0864664	9.85	-14.43
	MINDY2	HsaINT0061246	chr15:58847471-58851770	4300	chr15	+	MINDY2_58850863	58850863	58850864	58850864	3393	58847471	58851770	chr9	70610149	70610323	chr9	70607659	70610828	Mindy2	0	175	0	0	FALSE	0.019884	0.060403	0.0681428	4.3	-23.11
	MINDY3	HsaINT0060482	chr10:15779142-15782154	3013	chr10	-	MINDY3_15780546	15780546	15780547	15780547	1607	15779142	15782154	chr2	12349704	12349866	chr2	12348204	12355276	Mindy3	0.0264441666666667	163	59	7	TRUE	0.0499	0.0974477	0.105841	7.07	9.11
	MINDY3	HsaINT0060485	chr10:15838280-15841425	3146	chr10	-	MINDY3_15838927	15838927	15838928	15838928	2497	15838280	15841425	chr2	12401956	12402125	chr2	12386680	12419158	Mindy3	0.0533829	170	42	5	TRUE	0.048511	0.179147	0.257836	10.06	4.17
	MINDY4B	HsaINT1048016	chr3:150891104-150893323	2220	chr3	-	MINDY4B_150891988	150891988	150891989	150891989	1334	150891104	150893323	chr3	58811779	58811823	chr3	58810564	58811851	Mindy4b-ps	0	45	27	3	TRUE	0.082056	0.0329036	0.0338801	10.51	7.61
	MINDY4B	HsaINT1048014	chr3:150894306-150903248	8943	chr3	-	MINDY4B_150900115	150900115	150900116	150900116	3132	150894306	150903248	chr3	58814294	58814412	chr3	58812755	58820054	Mindy4b-ps	0	119	45	7	TRUE	0.180265	0.0548484	0.0598389	9.6	11.81
	MINDY4	HsaINT0060501	chr7:30782213-30785748	3536	chr7	+	MINDY4_30784585	30784585	30784586	30784586	2373	30782213	30785748	chr6	55217982	55218044	chr6	55216743	55218221	Mindy4	0	63	0	0	FALSE	0.013926	0.0211193	0.0219432	4.68	-23.66
	MINDY4	HsaINT0060505	chr7:30836765-30839199	2435	chr7	+	MINDY4_30838995	30838995	30838996	30838996	2231	30836765	30839199	chr6	55262484	55262565	chr6	55260642	55262718	Mindy4	0	82	0	0	FALSE	0.147513	0.0555339	0.0760267	10.06	-14.74
	MINDY4	HsaINT0060506	chr7:30839317-30840759	1443	chr7	+	MINDY4_30839562	30839562	30839563	30839563	246	30839317	30840759	chr6	55263216	55263268	chr6	55262836	55263775	Mindy4	0	53	0	0	FALSE	0.009611	0.02886	0.041088	7.39	-9.29
	MINDY4	HsaINT0060506	chr7:30839317-30840759	1443	chr7	+	MINDY4_30840673	30840673	30840674	30840674	1357	30839317	30840759	chr6	55263216	55263268	chr6	55262836	55263775	Mindy4	0	53	0	0	FALSE	0.087194	0.02886	0.041088	8.56	-9.29
	MINK1	HsaINT0103063	chr17:4885003-4885482	480	chr17	+	MINK1_4885395	4885395	4885396	4885396	393	4885003	4885482	chr11	70602214	70602272	chr11	70602058	70602682	Mink1	0.1014244	59	5	1	FALSE	0.040278	0.0241958	0.0537146	3.1	-30.43
	MINK1	HsaINT0103065	chr17:4885966-4886119	154	chr17	+	MINK1_4886035	4886035	4886036	4886036	70	4885966	4886119	chr11	70603381	70603438	chr11	70603320	70603469	Mink1	0.00143678	58	1	1	FALSE	0.048764	0.0756169	0.189045	7.07	-36.91
	MIOS	HsaINT0103083	chr7:7573770-7574097	328	chr7	+	MIOS_7573834	7573834	7573835	7573835	65	7573770	7574097	chr6	8216287	8216338	chr6	8216100	8216371	Mios	0.0533248	52	48	6	TRUE	0.03837	0.276482	0.455437	8.68	-30.61
	MIOS	HsaINT0103084	chr7:7574197-7583117	8921	chr7	+	MIOS_7575120	7575120	7575121	7575121	924	7574197	7583117	chr6	8219659	8219756	chr6	8216471	8222460	Mios	0.0958253333333333	98	51	8	TRUE	0.11548	0.0750216	0.109231	10.47	-12.47
	MIOS	HsaINT0103080	chr7:7606072-7606995	924	chr7	+	MIOS_7606654	7606654	7606655	7606655	583	7606072	7606995	chr6	8234853	8234911	chr6	8234362	8235384	Mios	0.0319428366666667	59	14	3	TRUE	0.048348	0.0942532	0.118863	9.79	-17.42
	MIPEP	HsaINT0103104	chr13:23837757-23839648	1892	chr13	-	MIPEP_23838820	23838820	23838821	23838821	827	23837757	23839648	chr14	60829581	60829688	chr14	60829465	60831112	Mipep	0.0052513	108	10	1	FALSE	0.014938	0.0224641	0.0155782	9.45	4.28
	MIPEP	HsaINT1023008	chr13:23881788-23886332	4545	chr13	-	MIPEP_23885096	23885096	23885097	23885097	1235	23881788	23886332	chr14	60788126	60788153	chr14	60787469	60788153	Mipep	0	28	33	14	TRUE	0.282858	0.0273897	0.026311	7.65	8.92
	MIPOL1	HsaINT0103132	chr14:37267170-37268657	1488	chr14	+	MIPOL1_37267827	37267827	37267828	37267828	658	37267170	37268657	chr12	57304338	57304446	chr12	57303552	57306010	Mipol1	0	109	13	0	FALSE	0.410305	0.052338	0.127129	10.22	-28.01
	MIS18BP1	HsaINT0020508	chr14:45204454-45206082	1629	chr14	-	MIS18BP1_45204646	45204646	45204647	45204647	1435	45204454	45206082	chr12	65136602	65136714	chr12	65133859	65136749	Mis18bp1	0.0713162333333333	113	86	16	TRUE	0.152241	0.033636	0.0734907	8.82	7.79
	MIS18BP1	HsaINT0020507	chr14:45206171-45210379	4209	chr14	-	MIS18BP1_45206737	45206737	45206738	45206738	3641	45206171	45210379	chr12	65138340	65138393	chr12	65136850	65138644	Mis18bp1	0.0154874333333333	54	115	20	TRUE	0.38549	0.0770798	0.0623928	9.89	6.62
	MIS18BP1	HsaINT0020503	chr14:45224747-45226742	1996	chr14	-	MIS18BP1_45224874	45224874	45224875	45224875	1867	45224747	45226742	chr12	65149848	65149944	chr12	65149551	65153805	Mis18bp1	0.0543153666666667	97	35	1	FALSE	0.079806	0.0985752	0.175576	8.56	8.49
	MIS18BP1	HsaINT0020515	chr14:45231299-45232732	1434	chr14	-	MIS18BP1_45231778	45231778	45231779	45231779	953	45231299	45232732	chr12	65153526	65153618	chr12	65149551	65153805	Mis18bp1	0.0543153666666667	93	9	1	FALSE	0.002448	0.0437176	0.075267	6.15	8.38
	MIS18BP1	HsaINT0020513	chr14:45235945-45237647	1703	chr14	-	MIS18BP1_45237171	45237171	45237172	45237172	475	45235945	45237647	chr12	65156501	65156579	chr12	65154850	65158394	Mis18bp1	0.0240862	79	15	1	FALSE	0.37976	0.0727217	0.139885	10.86	9.11
	MIS18BP1	HsaINT0020510	chr14:45242875-45246742	3868	chr14	-	MIS18BP1_45245267	45245267	45245268	45245268	1474	45242875	45246742	chr12	65160573	65160667	chr12	65158862	65172448	Mis18bp1	0.0471432666666667	95	3	1	FALSE	0.027088	0.0741453	0.117612	6.03	7.15
	MISP	HsaINT0021677	chr19:760040-761624	1585	chr19	+	MISP_761231	761231	761232	761232	1192	760040	761624	chr10	79828177	79828280	chr10	79828012	79829392	Misp	0.0503291666666667	104	22	7	TRUE	0.189702	0.0245968	0.0153033	10.65	-13.18
	MITF	HsaINT1023115	chr3:69949169-69951829	2661	chr3	+	MITF_69950358	69950358	69950359	69950359	1190	69949169	69951829	chr6	98004529	98004674	chr6	98004005	98006140	Mitf	0.01307487	146	94	16	TRUE	0.040327	0.0634156	0.064287	8.34	-20.03
	MITF	HsaINT0103200	chr3:69959421-69964846	5426	chr3	+	MITF_69959669	69959669	69959670	69959670	249	69959421	69964846	chr6	98016063	98016188	chr6	98013817	98017773	Mitf	0.0173951333333333	126	10	3	TRUE	0.138225	0.0462667	0.0498534	10.07	-22.99
	MKI67	HsaINT1023116	chr10:128113603-128114927	1325	chr10	-	MKI67_128114140	128114140	128114141	128114141	786	128113603	128114927	chr7	135705824	135705900	chr7	135705786	135707360	Mki67	0.0237504	77	14	1	FALSE	0.066312	0.00689585	0.0121057	7.81	7.79
	MKKS	HsaINT0103226	chr20:10408804-10412529	3726	chr20	-	MKKS_10409633	10409633	10409634	10409634	2895	10408804	10412529	chr2	136879768	136879822	chr2	136877791	136880250	Mkks	0.0402901	55	30	4	TRUE	0.184052	0.0337595	0.0872598	10.47	8.59
	MKL2	HsaINT0103255	chr16:14212410-14213544	1135	chr16	+	MKL2_14213519	14213519	14213520	14213520	1110	14212410	14213544	chr16	13379942	13380029	chr16	13379896	13381527	Mrtfb	0.00288086666666667	88	27	2	FALSE	0.030419	0.0763383	0.133664	9.48	-12.23
	MKL2	HsaINT0103256	chr16:14213621-14217125	3505	chr16	+	MKL2_14215022	14215022	14215023	14215023	1402	14213621	14217125	chr16	13383235	13383318	chr16	13381604	13384193	Mrtfb	0.01486521	84	40	6	TRUE	0.500936	0.0730434	0.11778	10.65	-17.7
	MKL2	HsaINT0103245	chr16:14240485-14245527	5043	chr16	+	MKL2_14243567	14243567	14243568	14243568	3083	14240485	14245527	chr16	13399908	13399992	chr16	13398487	13400079	Mrtfb	0	85	76	15	TRUE	0.012675	0.0305868	0.0442403	3.33	-34.34
	MKL2	HsaINT0103248	chr16:14249082-14251861	2780	chr16	+	MKL2_14250255	14250255	14250256	14250256	1174	14249082	14251861	chr16	13403414	13403469	chr16	13403311	13405248	Mrtfb	0	56	25	1	FALSE	0.030434	0.0325665	0.0385871	7.3	-18.53
	MKLN1	HsaINT0103262	chr7:131327998-131375423	47426	chr7	+	MKLN1_131351260	131351260	131351261	131351261	23263	131327998	131375423	chr6	31401931	31402061	chr6	31398955	31418930	Mkln1	0.0340948666666667	131	43	8	TRUE	3e-05	0.113044	0.12654	-18.55	-17.03
	MKLN1	HsaINT0103278	chr7:131429146-131437784	8639	chr7	+	MKLN1_131435622	131435622	131435623	131435623	6477	131429146	131437784	chr6	31466958	31467053	chr6	31459068	31468130	Mkln1	0.0441411	96	2	1	FALSE	0.250432	0.0838667	0.0995336	10.47	-24.5
	MKLN1	HsaINT0103263	chr7:131437998-131443480	5483	chr7	+	MKLN1_131441232	131441232	131441233	131441233	3235	131437998	131443480	chr6	31474149	31474298	chr6	31468344	31474298	Mkln1	0.0636425333333333	150	13	0	FALSE	0.052691	0.0927591	0.157473	6.36	-27.5
	MKLN1	HsaINT0103264	chr7:131443703-131445773	2071	chr7	+	MKLN1_131444691	131444691	131444692	131444692	989	131443703	131445773	chr6	31475137	31475187	chr6	31474521	31477926	Mkln1	0.0163167666666667	51	5	0	FALSE	0.023408	0.0935833	0.11322	6.99	-36.61
	MKNK1	HsaINT0103285	chr1:46576655-46580529	3875	chr1	-	MKNK1_46577626	46577626	46577627	46577627	2902	46576655	46580529	chr4	115862072	115862177	chr4	115860118	115862976	Mknk1	0	106	35	9	TRUE	0.15078	0.0716717	0.115435	9.99	8.4
	MKX	HsaINT0103341	chr10:27743495-27745706	2212	chr10	-	MKX_27744020	27744020	27744021	27744021	1685	27743495	27745706	chr18	7002653	7002753	chr18	7002624	7004621	Mkx	0	101	42	8	TRUE	0.005736	0.0436655	0.0881582	8.44	8.68
	MLC1	HsaINT0103362	chr22:50068556-50070526	1971	chr22	-	MLC1_50069832	50069832	50069833	50069833	693	50068556	50070526	chr15	88963537	88963549	chr15	88963537	88964147	Mlc1	0	13	9	2	FALSE	0.025563	0.0419285	0.0382774	6.64	6.29
	MLC1	HsaINT0103361	chr22:50070584-50074215	3632	chr22	-	MLC1_50071521	50071521	50071522	50071522	2693	50070584	50074215	chr15	88964381	88964439	chr15	88964205	88965378	Mlc1	0	59	16	2	FALSE	0.109882	0.0140589	0.00763908	10.52	8.56
	MLF1	HsaINT0103372	chr3:158592582-158596861	4280	chr3	+	MLF1_158595924	158595924	158595925	158595925	3343	158592582	158596861	chr3	67384845	67384913	chr3	67384699	67392891	Mlf1	0	69	22	4	TRUE	0.053901	0.0696203	0.1198	10.1	-33.15
	MLF1	HsaINT0103377	chr3:158602940-158605096	2157	chr3	+	MLF1_158604064	158604064	158604065	158604065	1125	158602940	158605096	chr3	67399243	67399380	chr3	67397911	67399701	Mlf1	0	138	2	0	FALSE	0.162388	0.100405	0.0991303	9.1	-17.7
	MLH1	HsaINT0103404	chr3:37040295-37042267	1973	chr3	+	MLH1_37040815	37040815	37040816	37040816	521	37040295	37042267	chr9	111235283	111235389	chr9	111233387	111235906	Mlh1	0.0249766666666667	107	37	6	TRUE	0.013535	0.0297689	0.0336964	6.78	-24.92
	MLH1	HsaINT0103408	chr3:37049018-37050485	1468	chr3	+	MLH1_37049974	37049974	37049975	37049975	957	37049018	37050485	chr9	111229442	111229487	chr9	111228627	111229839	Mlh1	0.202476	46	22	1	FALSE	0.202585	0.0259189	0.0249925	11.01	-26.57
	MLH3	HsaINT0103427	chr14:75032180-75038339	6160	chr14	-	MLH3_75037759	75037759	75037760	75037760	579	75032180	75038339	chr12	85250932	85251034	chr12	85250374	85259192	Mlh3	0.0560542	103	89	15	TRUE	0.131807	0.0949185	0.0916049	10.28	10.77
	MLIP	HsaINT0024567	chr6:54160800-54169527	8728	chr6	+	MLIP_54164387	54164387	54164388	54164388	3588	54160800	54169527	chr9	77182833	77182934	chr9	77181397	77239391	Mlip	0	102	5	1	FALSE	0.123277	0.0388553	0.0397886	5.07	-23.82
	MLIP	HsaINT0024561	chr6:54257362-54265949	8588	chr6	+	MLIP_54265156	54265156	54265157	54265157	7795	54257362	54265949	chr9	77103023	77103171	chr9	77102394	77164764	Mlip	0	149	18	6	TRUE	0.029936	0.045706	0.0619987	6.6	-21.83
	MLIP	HsaINT0024561	chr6:54257362-54265949	8588	chr6	+	MLIP_54265746	54265746	54265747	54265747	8385	54257362	54265949	chr9	77103023	77103171	chr9	77102394	77164764	Mlip	0	149	18	6	TRUE	0.231745	0.045706	0.0619987	8.04	-21.83
	MLLT10	HsaINT1023165	chr10:21586349-21595330	8982	chr10	+	MLLT10_21588208	21588208	21588209	21588209	1860	21586349	21595330	chr2	18109638	18109703	chr2	18071205	18109781	Mllt10	0.0775332333333333	66	16	3	TRUE	0.228685	0.0854325	0.0447663	9.8	-14.24
	MLLT10	HsaINT1023165	chr10:21586349-21595330	8982	chr10	+	MLLT10_21590266	21590266	21590267	21590267	3918	21586349	21595330	chr2	18109638	18109703	chr2	18071205	18109781	Mllt10	0.0775332333333333	66	16	3	TRUE	0.000366	0.0854325	0.0447663	4.77	-14.24
	MLLT10	HsaINT0103681	chr10:21612452-21614830	2379	chr10	+	MLLT10_21613359	21613359	21613360	21613360	908	21612452	21614830	chr2	18122351	18122400	chr2	18122349	18123718	Mllt10	0.0368232333333333	50	6	1	FALSE	0.084454	0.104497	0.0886436	8.46	-20.7
	MLLT3	HsaINT0103695	chr9:20353597-20354807	1211	chr9	-	MLLT3_20353786	20353786	20353787	20353787	1020	20353597	20354807	chr4	87783344	87783463	chr4	87774147	87783648	Mllt3	0	120	28	3	TRUE	0.023771	0.0372634	0.0654409	8.99	10.29
	MLLT3	HsaINT0103692	chr9:20363606-20365668	2063	chr9	-	MLLT3_20364132	20364132	20364133	20364133	1535	20363606	20365668	chr4	87792452	87792727	chr4	87783721	87806210	Mllt3	0	276	7	0	FALSE	0.143034	0.343152	0.4582	8.24	7.22
	MLLT3	HsaINT0103689	chr9:20448267-20456703	8437	chr9	-	MLLT3_20448600	20448600	20448601	20448601	8102	20448267	20456703	chr4	87874325	87874457	chr4	87841390	88031523	Mllt3	0	133	11	1	FALSE	0.43067	0.047363	0.0795237	10.13	9.79
	MLPH	HsaINT0103749	chr2:237540958-237542566	1609	chr2	+	MLPH_237541836	237541836	237541837	237541837	879	237540958	237542566	chr1	90941029	90941145	chr1	90939876	90941687	Mlph	0	117	8	3	TRUE	0.064175	0.00608701	0.00558048	9.6	-11.72
	MLPH	HsaINT0103751	chr2:237546684-237549220	2537	chr2	+	MLPH_237546843	237546843	237546844	237546844	160	237546684	237549220	chr1	90943273	90943336	chr1	90942959	90943694	Mlph	0	64	12	2	FALSE	0.133676	0.0207954	0.012566	7.15	-15.63
	MLXIP	HsaINT0103790	chr12:122129227-122129587	361	chr12	+	MLXIP_122129480	122129480	122129481	122129481	254	122129227	122129587	chr5	123442627	123442676	chr5	123442372	123442727	Mlxip	0.0330565	50	33	3	TRUE	0.003782	0.0186925	0.0304709	2.37	-7.03
	MMAB	HsaINT0103821	chr12:109571711-109573346	1636	chr12	-	MMAB_109571820	109571820	109571821	109571821	1525	109571711	109573346	chr5	114443000	114443095	chr5	114442823	114443875	Mmab	0.0499743333333333	96	20	0	FALSE	0.313156	0.0302726	0.0398843	9.65	10.67
	MMADHC	HsaINT0103835	chr2:149576543-149579430	2888	chr2	-	MMADHC_149577195	149577195	149577196	149577196	2234	149576543	149579430	chr2	50289734	50289837	chr2	50289033	50291284	Mmadhc	0.00973466	104	1	1	FALSE	0.221181	0.0354855	0.0712107	9.72	8.76
	MMD	HsaINT0103842	chr17:55403869-55407745	3877	chr17	-	MMD_55405750	55405750	55405751	55405751	1994	55403869	55407745	chr11	90265120	90265268	chr11	90264578	90266044	Gm45883	0.00249688	149	27	2	FALSE	0.230216	0.123147	0.0990337	9.72	9.48
	MME	HsaINT0103872	chr3:155138237-155140190	1954	chr3	+	MME_155139437	155139437	155139438	155139438	1201	155138237	155140190	chr3	63340730	63340864	chr3	63340151	63341906	Mme	0.0151470766666667	135	6	1	FALSE	0.02888	0.043002	0.0929599	9.66	-23.34
	MME	HsaINT0103863	chr3:155168798-155172116	3319	chr3	+	MME_155171342	155171342	155171343	155171343	2545	155168798	155172116	chr3	63366173	63366305	chr3	63365063	63368478	Mme	0.0298052	133	7	4	TRUE	0.187722	0.0411567	0.057262	11.81	-12.23
	MMGT1	HsaINT0103899	chrX:135965184-135967389	2206	chrX	-	MMGT1_135966969	135966969	135966970	135966970	419	135965184	135967389	chrX	56590941	56591021	chrX	56589304	56591077	Mmgt1	0.0167627	81	1	0	FALSE	0.052517	0.165102	0.243052	9.35	8.07
	MMP11	HsaINT0103918	chr22:23772979-23779186	6208	chr22	+	MMP11_23776534	23776534	23776535	23776535	3556	23772979	23779186	chr10	75930142	75930243	chr10	75928510	75936290	Mmp11	0	102	27	5	TRUE	0.096489	0.0664067	0.0878432	9.16	-36.76
	MMP11	HsaINT0103921	chr22:23780716-23780858	143	chr22	+	MMP11_23780781	23780781	23780782	23780782	66	23780716	23780858	chr10	75927064	75927110	chr10	75926990	75927128	Mmp11	0.0510748666666667	47	25	11	TRUE	0.002889	0.077993	0.152224	3.39	-5.27
	MMP12	HsaINT0103930	chr11:102866449-102867269	821	chr11	-	MMP12_102866843	102866843	102866844	102866844	425	102866449	102867269	chr9	7354624	7354721	chr9	7353050	7369164	Mmp12	0	98	21	1	FALSE	0.150962	0.0210475	0.045553	8.37	9.79
	MMP13	HsaINT0103941	chr11:102945750-102947890	2141	chr11	-	MMP13_102946777	102946777	102946778	102946778	1112	102945750	102947890	chr9	7280744	7280787	chr9	7280286	7280832	Mmp13	0	44	22	0	FALSE	0.204027	0.0244185	0.0405146	10.05	8.98
	MMP13	HsaINT0103937	chr11:102952174-102954155	1982	chr11	-	MMP13_102952531	102952531	102952532	102952532	1623	102952174	102954155	chr9	7274600	7274719	chr9	7274335	7276546	Mmp13	0	120	25	0	FALSE	0.076032	0.0485994	0.0710086	7.46	8.99
	MMP16	HsaINT0103965	chr8:88116719-88118699	1981	chr8	-	MMP16_88116877	88116877	88116878	88116878	1821	88116719	88118699	chr4	18053878	18054029	chr4	18051884	18054366	Mmp16	0	152	7	0	FALSE	0.155029	0.179516	0.207441	8.91	8.6
	MMP1	HsaINT0103905	chr11:102791496-102792604	1109	chr11	-	MMP1_102792447	102792447	102792448	102792448	156	102791496	102792604	chr9	7474223	7474398	chr9	7474223	7475255	Mmp1a	0	176	7	1	FALSE	0.096269	0.0168503	0.0223417	10.25	7.46
